video_id,title,current_view
1LXQP74FBKM,2박 3일 지나도 잡채가 불지를 않습니다!,2456612
vQrj5xqOPNk,🤍만두피 없이도 맛있는 만두 만들어요! 무 만두  #레시피 #오늘도요리 #집밥레시피,611026
ag7MHTkttf0,절대 타지 않는 식당 비법! 뼈 쏙 빠지는 LA갈비 황금 레시피 ​#LA갈비레시피 #명절고기요리 #안타는갈비구이,762655
e8Amncegsac,남편이 동그랑땡보다 더 맛있대요 #레시피,2222587
K3PPA0JBA7A,세상에 이런 식감이 나와...?? 쫄깃한 수제비 만드는 3가지 비결!,1008475
E2bFMRqXMRU,브로콜리 새우볶음 맛있게 만드는 법!,607055
x6F_U_TtVcI,엄마표 낫토 만드는 법 🌱,357258
XwjHXat9VjM,셰프들도 몰래 주문한다는🤫 김치명인 백김치 레시피,451959
KrM2ysczGZ0,풀과 절임없이 손쉽게 완성하는👏 김치명인 영양부추김치 레시피,346741
5AILevHKZDs,명절마다 불티나게 팔렸던 ‘나박김치’… 맛없는 여름 무 살리는 게 핵심입니다!,630787
1d8cxSKyW1A,어떻게 반찬가게에선 여러가지 전을 만들수 있을까? 반죽하나로… 동그랑땡 / 고추전 / 애호박전 / 꺳잎전 한번에 만들수 있어요!,441211
AYm0AI2I5N4,"식당보다 부드럽다고 난리난 ""LA갈비 양념 황금레시피"" #명절음식",333876
eTnXDQSb-t0,잡채 ‘이렇게’ 만들면 절대 불지 않습니다  쫄깃하고 윤기나는 잡채 만드는 법,391827
4nfd1_kBeQg,재료 3개 3분 컷! 역대급 단짠 스팸계란주먹밥 🍙 ⁠#Shorts⁠,396933
brTxtGSm0oc,"깻잎전 만들기, 10배 쉽고 맛있는 추석 명절음식",179493
0WUMZsx88fQ,#부추#보약되게먹는법#건강정보#영양식 #건강한음식 #레시피 #제철음식 #집밥 #food #건강밥상,177324
1zUuQi1Kh6E,온 가족이 감탄하는 명절전! 초간단 삼각 깻잎전 만들기,152876
slri7zag2Hg,맛있어서깜짝놀라는 부추김치 #레시피 #koreanfood,62995
DV4qU2Tl7aY,새우전 꼬치 끼우지 마세요 꼬치 없이 쉽고 간단하게 만드는 비법! 너무 맛있어서 손님들이 이것만 먹어요 초간단 새우전 레시피,54081
jtRCVOhhr-A,말라위 전통주 만드는 법,56846
t_rN8s7Bmic,할머니의 쉬운 레시피~ 부추김치!  익으면 정말 맛있어요~,56905
3deqfQNSjYg,류수영 로제파스타,68274
crHyp65e5c8,육즙이 빵빵! 터지는 새우전 만드는법,40624
COLEaK_oYJM,고깃집 파채무침 양파절임 황금레시피🥇이 '비율'만 기억하세요! #양파절임#양파소스#파채무침#파절이,38418
CQ76FpyYYjo,맨날 더 없냐고 물어보기 바쁜 녹두전 맛있게 만드는법😊 #명절전 #추석음식,36936
7zgQmc66u8g,"(eng) 밀크티 쓴 맛 없이 집에서 만드는 법🧋 | new 아이폰케이스, 하얏트 브런치, 5일 꽉꽉 채운 대기업 직장인 일상",21482
t9fZGYPxjgc,이렇게 만들면 파는 것보다 무조건 더 맛있습니다!,79471
g9OVPdh5teM,양고기 없이 양꼬치 맛을 내는 방법!,103044
3MfUUBfosTg,"홈메이드 우설 : 센다이 최고급 우설 한상, 6만원이면 집에서도 가능합니다",2329340
PycJgWAWuso,잔잔한 피아노 음악🍁가을 홈카페 베이킹 ASMR | 2시간 케이크&디저트 | Fall Home Cafe Baking ASMR with Soft Piano | Cake&Dessert,11494
o7baQU9RDKI,요즘 핫한 요거트 찹쌀떡 직접 만들기 | 쫀득한 모찌 속에 요거트 아이스크림 | Fresh Fruit Yogurt Ice Cream Rice Cake (Mochi) Recipe,51591
YaRSaCVmM_M,바삭한 허니버터 쿠키에 진한 우유크림! 샌드쿠키 만들기 | Crispy Honey Butter Sandwich Cookies with Milk Filling Recipe,74732
swnsjaYl3DA,포근한 가을 베이킹 ASMR | 사과·카라멜·시나몬 케이크&디저트 | 음악 없는 2시간 | No Music Cozy Fall Baking | 2 hours Baking ASMR,100633
YEenFmMR5pU,"요즘 줄 서서 먹는다는 피자설기, 집에서 만들기🍕 Korean Rice Cake Pizza?! Pizza Seolgi",26577
2kJBfUi2jNg,다음날 바로 굽기만 하면 끝! 폭신 촉촉 애플파이 시나몬롤 만들기 | 사과빵 | Soft Apple Pie Cinnamon Rolls Recipe | Apple Bread,52131
dNElU0MMBNw,만드는데 딱 10분! 이연복 제철과일 리코타샐러드,18928
X6WcoEUbz-8,[이연복] 춘장 없이도 짜장맛 완벽구현! 이연복 된장짜장면,51711
vTJih-zUjxA,싱가폴에서 구절판 도시락 싸기,58921
mtSgqJ06NSU,소금빵 미친 활용법,1873230
3cq93bxJpOg,오븐은 없는데 디저트는 먹고 싶을 때,91993
T1t-70RoV44,누구나 간편하고 쉽게 만들 수 있는 정석 소불고기 맛있게 만드는 방법,38317
KDmUdpP4L_I,명절맞이 요리로 한우 사태찜을 쉽고 맛있게 만들어보세요,16898
SDTp2PKQKUE,팽이버섯을 넉넉히 넣은 기본에 충실한 된장찌개 맛있게 끓이는 방법,33802
G__UjNzVn4E,추석 잡채 비법,250565
maW1uiSnlZU,"하루가 지나도 절대 불지 않는 잡채 ""이것""이 핵심입니다",353753
aMnqBbeuf5M,"고사리나물 비법은 ""이것""",772271
q42RnfhJMx4,"고기보다 맛있는 고사리나물 ""이것"" 넣고 볶아야 인정 받습니다",916094
AePO9VDfO3g,이게 바로 개쉬운 자취요리지.,130400
Exlla0AkUUI,불닭 100배 더 맛있게 먹는 방법. 대존맛.,132322
L-v1rqf14SU,이게 진짜 자취요리지,119344
2uGCAsEqlos,국수에 이걸 넣으면 대존맛,52655
BUWNpy7w2-4,라면으로 만들어도 진짜 맛있습니다.,85419
uufBPDoBy88,이건 만들면 진짜 많이 쌉니다.,93388
-AaR77Ini78,#오늘뭐먹지#간단요리#먹스타그램#cooking,729900
CazklocoqCY,삼겹살 기름에 신라면을 볶아봤습니다!! 이 조합 누가 만들었냐!?,1224125
eQ-D42WnZjg,풀 대신 보리밥을 넣어 더욱 구수한 김치명인 열무김치 레시피,1204339
--I4vEaJY40,만들어두면 1년은 든든한👏 양희경 다시마식초 레시피,554878
mbXWfkr30kw,한고은이 MSG로 의심한 깊은 맛! 윤주모 애호박찌개 레시피,245092
vN6Ldfpd0WM,차예련 닭볶음탕과계란찜 레시피 #닭볶음탕 #계란찜,190912
a687BkFEsGc,30년 살고야 알게 된 20가지 만두 예쁘게 빚는 법!,148077
FsfHiIUQ0bo,집에서 가장 진한 비프스톡을 만드는 법,94312
gUEalb4N9xk,6초면 다 익는 라면으로 특별한 요리를 하는 법?,69297
IoqLjV3_8oM,"""명절에 깻잎전 하나만 있으면"" 식탁이 10배 풍성해집니다",73683
LRg7Ro8-h8o,자취생의 불닭오믈렛 막차 탑승!🔥💨#shorts #불닭볶음면 #자취요리 #레시피 #집밥,52159
2QidIP8C3LI,"아이들 주려고 만든 치킨인데, 와이프가 다 먹었습니다!",166064
ET5zkSk8vuA,과일을 쏙! 요거트 아이스크림 찹쌀떡 Fresh Fruit Rice Cake(Mochi) Filled with Yogurt Ice Cream,7091
JVMqE7buQzM,바삭한 허니버터 쿠키에 부드러운 우유크림 샌드! Crispy Honey Butter Cookies with Milk Cream,11291
z0dlH6C91sI,폭신폭신 애플파이 시나몬롤 Soft & Gooey Apple Pie Cinnamon Rolls,9679
m7P1hiiPH1o,바삭하게 깨지는 사과 크렘 브륄레 치즈케이크 Apple Creme Brulee Cheesecake with a Crackly Top,14872
je4MJ6Z0jNg,"[이연복] 이 정도면 누구나 따라 해요"" 이연복 초간단 호박 계란 덮밥",41767
ujQ9VdLD2CQ,배달앱 지우셈 🍗,24961
WGrrve2TcOA,라면에 이걸 넣으면 사먹는 것보다 훨씬 맛있습니다.,109511
4BawgbCyDWg,쫄깃한 식감의 비법! '수제비' 레시피!,852067
F51fpEojP38,7평 자취방에서 대왕김말이 만드는 브이로그,382528
9imLd7JPRfY,25년째 해먹는 초간단 계란죽 #아침밥 #자취요리 #집밥레시피,261684
goaOKgsEcnI,아보카도 계란 샌드위치 만들기! 🥑🥚🥯#shorts #자취요리 #레시피 #요리 #집밥,119369
HRJHwphMglo,명절 1등 반찬! 쓴맛 없는 도라지무침 만드는법 알고가세요,26234
YDIh6DD4xd0,민호가 먹었던 인천 계란초🥚 오이와 초고추장만 있으면 끝!#민호계란초 #인천계란초 #계란초 #오이계란 #초고추장,37661
iV7bvBXruM4,중요한 날에는 미역국을 꼭 이렇게 끓입니다!,126794
kGbHF6Nd8ng,바삭하게 깨지는 사과 크렘 브륄레 치즈케이크 만들기 | Apple Creme Brulee Cheesecake with a Crackly Sugar Top Recipe,87706
rUHmEd5zHcw,계란밥 꼼수,95782
BehGPetQFN0,간편하면서 시원하고 얼큰한 한우 양지 콩나물 해장국 맛있게 끓이는 방법,105424
cxzofAr3Uus,전문점보다 더 맛있습니다 2편,21548
DEvX3cnuYrE,전문점보다 더 맛있습니다,84402
aCKnAUgg8BA,초보도 무조건 성공합니다 2편,73959
E3VnHtbwNiM,초보도 무조건 성공합니다,797202
d1X1GhB5v6E,이건 주기적으로 드세요.,182361
QfddnT_S3YY,이건 배달 시키면 바닥에 돈 버리는 겁니다.,134690
7sxoPwNhrMU,입맛 없을 때 무조건 밥 2공기 먹습니다.,160876
E6l5Ob8Bcdo,이건 삼겹살 보다 더 맛있습니다.,480113
5Dr0bF8foQE,한번 맛보면 계속 쟁여놓는👏 양희경 뚝딱깍두기 레시피,724380
n2HIN5LV8lA,단 두 가지 재료로 끝내는 초고속 자취 필수 요리 ⏳ #shorts,50141
8EeIgfzasbI,깻잎순이 보이면 무조건 사와서 이렇게 만드세요,417410
oXyqr-iuyy0,#오늘뭐먹지 #간단요리 #먹스타그램#cooking,2143522
XMYYF94cHxo,명절 최고의 반찬 황태채무침,732224
dhpiDeLHFjM,#오늘뭐먹지#간단요리#먹스타그램#cooking,1855700
IaRgXVbra9s,밥도둑 레시피 애호박 무침 #애호박무침 #애호박 #애호박요리 #집밥 #반찬 #쉬운요리 #김미푸드 #구운호박 #쉬운반찬 #자취요리 #10분요리 #반찬추천 #호박무침 #간단요리,618666
Khk-FDmfslE,요즘 난리난! 아구찜보다 맛있는데 10분이면 끝! 저렴한 재료로 아구찜보다 100배 맛있게! 먹어보면 깜짝 놀라는 맛!,777643
EINEZO4TAFU,한국인이면 분명이 좋아하는 '마늘쫑 장아찌' 레시피! #마늘쫑장아찌 #반찬 #레시피 #한식 #추추의한끼식사,183165
lpQIdZJ0yT0,정말 기본인데 이상하게 어려운 순두부찌개ㅣ요리쌤 비법 순두부 양념장 공개!,93470
cKiLPYe7Uzk,이거 하나면 자취요리 끝판왕이 됩니다!,752408
XcQGG7nXh-o,"새우소금구이에는 ""이걸"" 넣어야 입에 짝짝 붙습니다",690878
iLVKNNWGKks,추석 명절 나박김치 2편,79294
zHQ13UL_5vI,추석 명절 나박김치,266006
H8z52e8Yc8Y,[⭐️10만⭐️] 김장김치보다 맛있는 여름배추김치 #여름배추김치맛있게담그는법 #shrots,150450
FG3rodex_Ek,무가 맛있는~ 갈치조림! 이렇게 만들면 인정 받습니다~,52942
01lK_zvghbQ,제발 해보세요🙏역대급 양념게장 황금레시피🦀 #양념게장만들기#양념게장,71753
Ew9YzGQeTYg,앞으로 만두 사 먹을 일 없어지는 역대급 맛 🥟 #shorts,739261
urcaNVowQLQ,너무 맛있어서 애호박 또 사러 갑니다,1321393
OzZ5rTKuzeE,꼬리곰탕 이렇게 하면 초보도 100% 성공합니다,295388
Bxo4-w5byzM,소식좌 주우재를 폭식하게 만든 김풍 스팸으로 만드는 인생 강된장 쌈밥 레시피 #쿠팡꿀템 #쿠팡추천템 #먹방 #연예인 #반응 #레시피,3818419
qPOuUEfXuMk,-5kg 다이어트 종결! 깻잎 넣은 오이 크래미 샌드위치 #다이어트레시피 #초간단레시피,663469
9J6lfm1mk9k,먹을수록 건강해지는👍 양희경 양배추김치 레시피,270951
DODp9Q2Zc5o,전복 버터구이맛 나는 새송이버섯 버터구이 #레시피 #오늘도요리 #오늘뭐먹지,136146
u8U6j_3O9Bo,[⭐️10만⭐️] 3년을두고먹어도맛있는 황태장아찌 #황태장아찌만드는법 #shrots,109050
DMuev9ULKtw,연봉억대셰프에게배운예쁜찐빵만드는법，보기에도예쁘고맛도좋아요 #lifehacks #lifestyle,46330
ODXOJNsa1Sw,새우 회로 먹을때 비린내 없애는법!!,53467
cYf3Uz5rzlo,"(152) 3x Speed 케이크 디저트 베이킹 영상 | Cake Dessert Baking Video | 초콜릿 케이크, 아그작 복숭아, 바나나 푸딩 브라우니, 티라미수",71593
Ck2e1EeGaPY,밀가루 없이 만든 저당 마틸다 초콜릿 케이크 | 진하고 꾸덕한 초코 케이크 | Lower-Sugar Matilda Chocolate Cake Recipe | Flourless,95020
IXEElY0D6-o,의외로 잘 모르는 올바른 브로콜리 세척 방법 🥦 #shorts,45095
ze9B6hKY77I,똥손도 성공하는 회오리 오므라이스 초간단 꿀팁 🍳 #shorts,39088
JFDsTp7cZ8U,크림 못 바르는 사람만 보기,363674
